l1_ratio,alpha,valid_inner_folds,mean_inner_cindex,sd_inner_cindex,Repeat,Outer Fold
0.5,0.15916325965178618,3,0.7197657692173136,0.013502569631342835,1,3
0.5,0.2419140023436653,3,0.6776755213767357,0.007540688769784756,1,3
1.0,0.12095700117183265,3,0.674344279973791,0.011076879158138719,1,3
0.9,0.13439666796870295,3,0.6743355384063255,0.01167980847590775,1,3
1.0,0.0018384388664181945,3,0.6274391048619639,0.0453610720862556,1,3
1.0,0.002794263608400442,3,0.6169347448812851,0.07465274913148548,1,3
1.0,0.05401407986117604,3,0.7831819482681744,0.032157918248899846,1,4
0.9,0.039486286377749945,3,0.7800912142429075,0.013654224080343188,1,4
1.0,0.03553765773997496,3,0.7797412047989501,0.014586986670673572,1,4
0.9,0.0600156442901956,3,0.7790052001474878,0.031715276649922415,1,4
0.9,0.025979339726265222,3,0.7769844612230145,0.013455330457841676,1,4
1.0,0.023381405753638704,3,0.7749008162317449,0.013093789220407041,1,4
0.5,0.04676281150727741,3,0.7745946380404667,0.00857040606981793,1,4
0.5,0.07107531547994991,3,0.7741467881984194,0.013139843451769335,1,4
0.5,0.03076680736903705,3,0.7659754483613289,0.010947234722193272,1,4
0.5,0.10802815972235208,3,0.7616471732161445,0.03802461356213216,1,4
1.0,0.08209659861650632,3,0.7605308048789615,0.04925323864870829,1,4
0.9,0.017092670760576138,3,0.7560913025398017,0.02147137104982859,1,4
1.0,0.015383403684518526,3,0.7541394592235467,0.024605924437821128,1,4
0.9,0.09121844290722925,3,0.7533946169120268,0.052054210258495236,1,4
0.5,0.020242504784728773,3,0.749831721222713,0.01742183382575901,1,4
0.9,0.011245835991515983,3,0.7382785569497541,0.030078136776661768,1,4
0.5,0.16419319723301265,3,0.7283806663019033,0.05081822874906535,1,4
0.5,0.013318216448162851,3,0.7277483103282685,0.018582927985831808,1,4
1.0,0.010121252392364386,3,0.7136821082364982,0.0693266899801271,1,4
0.5,0.2495590602199329,3,0.6950321211246759,0.043976661078611104,1,4
0.9,0.13864392234440717,3,0.686696219147055,0.03610145480347399,1,4
1.0,0.12477953010996645,3,0.6845287100455676,0.03572489040023043,1,4
1.0,0.0018965379073979732,3,0.6747058759051532,0.04880511280549804,1,4
1.0,0.18965379073979732,3,0.6605654445992659,0.05807386497809593,1,4
