Repeat,Fold,gene_id
7,3,ENSG00000147003.7
7,3,ENSG00000183454.18
7,3,ENSG00000115009.13
7,3,ENSG00000163581.14
7,3,ENSG00000105825.14
7,3,ENSG00000125848.10
7,3,ENSG00000101210.13
7,3,ENSG00000123610.5
7,3,ENSG00000167588.13
7,3,ENSG00000198075.10
7,3,ENSG00000108821.14
7,3,ENSG00000198910.14
7,3,ENSG00000112246.10
7,3,ENSG00000167748.11
7,3,ENSG00000081985.13
7,3,ENSG00000163710.9
7,3,ENSG00000142623.11
7,3,ENSG00000006747.15
7,3,ENSG00000133863.9
7,3,ENSG00000142549.9
7,3,ENSG00000142102.16
7,3,ENSG00000133020.4
7,3,ENSG00000163395.17
7,4,ENSG00000164434.12
7,4,ENSG00000174358.16
7,4,ENSG00000124564.17
7,4,ENSG00000174564.13
7,4,ENSG00000153902.14
7,4,ENSG00000185686.18
7,4,ENSG00000135205.15
7,4,ENSG00000178776.5
7,4,ENSG00000087250.9
7,4,ENSG00000077274.9
7,4,ENSG00000152377.14
7,4,ENSG00000125255.7
7,4,ENSG00000173376.14
7,4,ENSG00000114455.13
7,4,ENSG00000118514.14
7,4,ENSG00000050628.20
7,4,ENSG00000125144.14
7,4,ENSG00000149294.17
7,4,ENSG00000074276.10
7,4,ENSG00000130427.3
7,4,ENSG00000163735.7
7,4,ENSG00000275385.2
7,4,ENSG00000117472.10
7,4,ENSG00000119630.14
7,4,ENSG00000147003.7
7,4,ENSG00000167588.13
7,4,ENSG00000131482.10
7,4,ENSG00000147614.4
7,4,ENSG00000006747.15
7,4,ENSG00000198075.10
7,4,ENSG00000120645.12
7,4,ENSG00000178772.7
7,4,ENSG00000133020.4
7,5,ENSG00000012223.13
7,5,ENSG00000087494.16
7,5,ENSG00000174564.13
7,5,ENSG00000179242.16
7,5,ENSG00000131094.4
7,5,ENSG00000152377.14
7,5,ENSG00000153902.14
7,5,ENSG00000077274.9
7,5,ENSG00000173376.14
7,5,ENSG00000178776.5
7,5,ENSG00000125255.7
7,5,ENSG00000118514.14
7,5,ENSG00000133063.16
7,5,ENSG00000198734.12
7,5,ENSG00000050628.20
7,5,ENSG00000125144.14
7,5,ENSG00000087250.9
7,5,ENSG00000149294.17
7,5,ENSG00000147003.7
7,5,ENSG00000004799.8
7,5,ENSG00000119125.17
7,5,ENSG00000167588.13
7,5,ENSG00000163735.7
7,5,ENSG00000119630.14
7,5,ENSG00000006747.15
7,5,ENSG00000131482.10
7,5,ENSG00000112246.10
7,5,ENSG00000198075.10
7,5,ENSG00000142623.11
7,5,ENSG00000163710.9
7,5,ENSG00000131400.8
8,1,ENSG00000164434.12
8,1,ENSG00000174358.16
8,1,ENSG00000145626.12
8,1,ENSG00000012223.13
8,1,ENSG00000087494.16
8,1,ENSG00000179242.16
8,1,ENSG00000173376.14
8,1,ENSG00000153902.14
8,1,ENSG00000257335.8
8,1,ENSG00000135205.15
8,1,ENSG00000178776.5
8,1,ENSG00000050628.20
8,1,ENSG00000125144.14
8,1,ENSG00000125255.7
8,1,ENSG00000133063.16
8,1,ENSG00000149294.17
8,1,ENSG00000117472.10
8,1,ENSG00000275385.2
8,1,ENSG00000019186.10
8,1,ENSG00000147003.7
8,1,ENSG00000163735.7
8,1,ENSG00000133477.17
8,1,ENSG00000119630.14
8,1,ENSG00000112246.10
8,1,ENSG00000006747.15
8,1,ENSG00000198075.10
8,1,ENSG00000133863.9
8,1,ENSG00000135333.14
8,1,ENSG00000198074.10
8,2,ENSG00000164434.12
8,2,ENSG00000174358.16
8,2,ENSG00000173432.12
8,2,ENSG00000012223.13
8,2,ENSG00000131094.4
8,2,ENSG00000173376.14
8,2,ENSG00000077274.9
8,2,ENSG00000185686.18
8,2,ENSG00000087250.9
8,2,ENSG00000125255.7
8,2,ENSG00000149294.17
8,2,ENSG00000275385.2
8,2,ENSG00000125144.14
8,2,ENSG00000117472.10
8,2,ENSG00000163735.7
8,2,ENSG00000147003.7
8,2,ENSG00000131482.10
8,2,ENSG00000131400.8
8,2,ENSG00000006747.15
8,2,ENSG00000147614.4
8,3,ENSG00000174358.16
8,3,ENSG00000257017.9
8,3,ENSG00000087494.16
8,3,ENSG00000174564.13
8,3,ENSG00000125255.7
8,3,ENSG00000152377.14
8,3,ENSG00000152779.14
8,3,ENSG00000147003.7
8,3,ENSG00000119125.17
8,3,ENSG00000163735.7
8,3,ENSG00000006747.15
8,3,ENSG00000131482.10
8,3,ENSG00000112246.10
8,4,ENSG00000164434.12
8,4,ENSG00000174358.16
8,4,ENSG00000124564.17
8,4,ENSG00000135447.17
8,4,ENSG00000102854.16
8,4,ENSG00000087494.16
8,4,ENSG00000012223.13
8,4,ENSG00000157005.4
8,4,ENSG00000174564.13
8,4,ENSG00000019505.8
8,4,ENSG00000153902.14
8,4,ENSG00000178776.5
8,4,ENSG00000173376.14
8,4,ENSG00000135205.15
8,4,ENSG00000184368.16
8,4,ENSG00000152377.14
8,4,ENSG00000163295.5
8,4,ENSG00000130427.3
8,4,ENSG00000077274.9
8,4,ENSG00000257335.8
8,4,ENSG00000185686.18
8,4,ENSG00000125255.7
8,4,ENSG00000118514.14
8,4,ENSG00000149294.17
8,4,ENSG00000175084.12
8,4,ENSG00000125144.14
8,4,ENSG00000145824.13
8,4,ENSG00000275385.2
8,4,ENSG00000169344.15
8,4,ENSG00000115009.13
8,4,ENSG00000163581.14
8,4,ENSG00000147003.7
8,4,ENSG00000117472.10
8,4,ENSG00000119630.14
8,4,ENSG00000125848.10
8,4,ENSG00000133477.17
8,4,ENSG00000167588.13
8,4,ENSG00000131482.10
8,4,ENSG00000006747.15
8,4,ENSG00000120645.12
8,4,ENSG00000162551.14
8,4,ENSG00000112246.10
8,4,ENSG00000131730.16
8,4,ENSG00000133863.9
8,4,ENSG00000183715.13
8,4,ENSG00000197249.14
8,5,ENSG00000164434.12
8,5,ENSG00000174358.16
8,5,ENSG00000087494.16
8,5,ENSG00000174564.13
8,5,ENSG00000173376.14
8,5,ENSG00000178776.5
8,5,ENSG00000185686.18
8,5,ENSG00000077274.9
8,5,ENSG00000125255.7
8,5,ENSG00000152779.14
8,5,ENSG00000125144.14
8,5,ENSG00000119125.17
8,5,ENSG00000147003.7
8,5,ENSG00000163735.7
8,5,ENSG00000108821.14
8,5,ENSG00000131400.8
9,1,ENSG00000174358.16
9,1,ENSG00000012223.13
9,1,ENSG00000178776.5
9,1,ENSG00000077274.9
9,1,ENSG00000152377.14
9,1,ENSG00000185686.18
9,1,ENSG00000125255.7
9,1,ENSG00000118514.14
9,1,ENSG00000163735.7
9,1,ENSG00000131482.10
9,1,ENSG00000147003.7
9,1,ENSG00000131400.8
9,1,ENSG00000006747.15
9,2,ENSG00000164434.12
9,2,ENSG00000174358.16
9,2,ENSG00000142319.18
9,2,ENSG00000012223.13
9,2,ENSG00000102854.16
9,2,ENSG00000131094.4
9,2,ENSG00000173376.14
9,2,ENSG00000185686.18
9,2,ENSG00000178776.5
9,2,ENSG00000129151.9
9,2,ENSG00000077274.9
9,2,ENSG00000125255.7
9,2,ENSG00000050628.20
9,2,ENSG00000114455.13
9,2,ENSG00000257335.8
9,2,ENSG00000087250.9
9,2,ENSG00000125144.14
9,2,ENSG00000152779.14
9,2,ENSG00000117472.10
9,2,ENSG00000119125.17
9,2,ENSG00000163581.14
9,2,ENSG00000163735.7
9,2,ENSG00000275385.2
9,2,ENSG00000119630.14
9,2,ENSG00000167588.13
9,2,ENSG00000006747.15
9,2,ENSG00000142549.9
9,2,ENSG00000198075.10
9,2,ENSG00000131400.8
9,2,ENSG00000120645.12
9,3,ENSG00000171564.12
9,3,ENSG00000162896.6
9,3,ENSG00000174358.16
9,3,ENSG00000124564.17
9,3,ENSG00000100170.10
9,3,ENSG00000135447.17
9,3,ENSG00000102854.16
9,3,ENSG00000171759.10
9,3,ENSG00000146678.10
9,3,ENSG00000019505.8
9,3,ENSG00000077274.9
9,3,ENSG00000135205.15
9,3,ENSG00000153902.14
9,3,ENSG00000132465.12
9,3,ENSG00000173376.14
9,3,ENSG00000257335.8
9,3,ENSG00000125255.7
9,3,ENSG00000237541.4
9,3,ENSG00000145321.13
9,3,ENSG00000130427.3
9,3,ENSG00000087250.9
9,3,ENSG00000050628.20
9,3,ENSG00000117472.10
9,3,ENSG00000198734.12
9,3,ENSG00000275385.2
9,3,ENSG00000125144.14
9,3,ENSG00000147003.7
9,3,ENSG00000115009.13
9,3,ENSG00000163581.14
9,3,ENSG00000163735.7
9,3,ENSG00000167588.13
9,3,ENSG00000060566.14
9,3,ENSG00000184908.18
9,3,ENSG00000131482.10
9,3,ENSG00000108821.14
9,3,ENSG00000142623.11
9,3,ENSG00000170323.9
9,3,ENSG00000131400.8
9,3,ENSG00000112246.10
9,3,ENSG00000101938.15
9,3,ENSG00000006747.15
9,3,ENSG00000163710.9
9,4,ENSG00000164434.12
9,4,ENSG00000174358.16
9,4,ENSG00000173432.12
9,4,ENSG00000174564.13
9,4,ENSG00000131094.4
9,4,ENSG00000178776.5
9,4,ENSG00000173376.14
9,4,ENSG00000185686.18
9,4,ENSG00000152779.14
9,4,ENSG00000125255.7
9,4,ENSG00000149294.17
9,4,ENSG00000117472.10
9,4,ENSG00000119125.17
9,4,ENSG00000147003.7
9,4,ENSG00000163735.7
9,4,ENSG00000147614.4
9,4,ENSG00000131482.10
9,5,ENSG00000164434.12
9,5,ENSG00000174358.16
9,5,ENSG00000012223.13
9,5,ENSG00000019505.8
9,5,ENSG00000173376.14
9,5,ENSG00000179242.16
9,5,ENSG00000152377.14
9,5,ENSG00000185686.18
9,5,ENSG00000135205.15
9,5,ENSG00000087250.9
9,5,ENSG00000077274.9
9,5,ENSG00000118514.14
9,5,ENSG00000125255.7
9,5,ENSG00000125144.14
9,5,ENSG00000004939.15
9,5,ENSG00000149294.17
9,5,ENSG00000275385.2
9,5,ENSG00000163581.14
9,5,ENSG00000147003.7
9,5,ENSG00000101210.13
9,5,ENSG00000119630.14
9,5,ENSG00000133477.17
9,5,ENSG00000178772.7
9,5,ENSG00000167588.13
9,5,ENSG00000131730.16
9,5,ENSG00000131482.10
9,5,ENSG00000006747.15
9,5,ENSG00000019186.10
9,5,ENSG00000170323.9
9,5,ENSG00000198910.14
10,1,ENSG00000164434.12
10,1,ENSG00000174358.16
10,1,ENSG00000173432.12
10,1,ENSG00000012223.13
10,1,ENSG00000087494.16
10,1,ENSG00000185686.18
10,1,ENSG00000173376.14
10,1,ENSG00000178776.5
10,1,ENSG00000135205.15
10,1,ENSG00000152779.14
10,1,ENSG00000125255.7
10,1,ENSG00000275385.2
10,1,ENSG00000163735.7
10,1,ENSG00000117472.10
10,1,ENSG00000119630.14
10,1,ENSG00000119125.17
10,1,ENSG00000131482.10
10,1,ENSG00000198075.10
10,1,ENSG00000006747.15
10,1,ENSG00000198910.14
10,1,ENSG00000147614.4
10,1,ENSG00000131400.8
10,1,ENSG00000135069.14
10,2,ENSG00000162896.6
10,2,ENSG00000174358.16
10,2,ENSG00000112499.13
10,2,ENSG00000087494.16
10,2,ENSG00000174564.13
10,2,ENSG00000131094.4
10,2,ENSG00000178776.5
10,2,ENSG00000125255.7
10,2,ENSG00000185686.18
10,2,ENSG00000152779.14
10,2,ENSG00000074276.10
10,2,ENSG00000125144.14
10,2,ENSG00000163581.14
10,2,ENSG00000147003.7
10,2,ENSG00000117472.10
10,2,ENSG00000147614.4
10,2,ENSG00000163735.7
10,2,ENSG00000133477.17
10,2,ENSG00000197444.10
10,3,ENSG00000164434.12
10,3,ENSG00000174358.16
10,3,ENSG00000152377.14
10,3,ENSG00000185686.18
10,3,ENSG00000173376.14
10,3,ENSG00000050628.20
10,3,ENSG00000125255.7
10,3,ENSG00000168333.14
10,3,ENSG00000149294.17
10,3,ENSG00000163581.14
10,3,ENSG00000119125.17
10,3,ENSG00000147003.7
10,3,ENSG00000131482.10
10,3,ENSG00000163735.7
10,3,ENSG00000006747.15
10,3,ENSG00000198910.14
10,4,ENSG00000164434.12
10,4,ENSG00000174358.16
10,4,ENSG00000012223.13
10,4,ENSG00000174564.13
10,4,ENSG00000179242.16
10,4,ENSG00000178776.5
10,4,ENSG00000131094.4
10,4,ENSG00000077274.9
10,4,ENSG00000173376.14
10,4,ENSG00000185686.18
10,4,ENSG00000087250.9
10,4,ENSG00000050628.20
10,4,ENSG00000125144.14
10,4,ENSG00000125255.7
10,4,ENSG00000275385.2
10,4,ENSG00000115009.13
10,4,ENSG00000147003.7
10,4,ENSG00000133477.17
10,4,ENSG00000163735.7
10,4,ENSG00000131482.10
10,4,ENSG00000119630.14
10,4,ENSG00000112246.10
10,4,ENSG00000133020.4
10,4,ENSG00000131400.8
10,4,ENSG00000081985.13
10,4,ENSG00000147614.4
10,4,ENSG00000120645.12
10,5,ENSG00000174358.16
10,5,ENSG00000124564.17
10,5,ENSG00000012223.13
10,5,ENSG00000174564.13
10,5,ENSG00000179242.16
10,5,ENSG00000153902.14
10,5,ENSG00000185686.18
10,5,ENSG00000152377.14
10,5,ENSG00000152779.14
10,5,ENSG00000130427.3
10,5,ENSG00000077274.9
10,5,ENSG00000087250.9
10,5,ENSG00000050628.20
10,5,ENSG00000125255.7
10,5,ENSG00000125144.14
10,5,ENSG00000149294.17
10,5,ENSG00000275385.2
10,5,ENSG00000163735.7
10,5,ENSG00000119630.14
10,5,ENSG00000147003.7
10,5,ENSG00000167588.13
10,5,ENSG00000131482.10
10,5,ENSG00000108821.14
10,5,ENSG00000006747.15
10,5,ENSG00000147614.4
10,5,ENSG00000131400.8
