Repeat,Fold,gene_id
2,4,ENSG00000275385.2
2,4,ENSG00000147003.7
2,4,ENSG00000119630.14
2,4,ENSG00000163735.7
2,4,ENSG00000167588.13
2,4,ENSG00000131482.10
2,4,ENSG00000163710.9
2,4,ENSG00000006747.15
2,4,ENSG00000108821.14
2,4,ENSG00000170323.9
2,4,ENSG00000112246.10
2,4,ENSG00000131400.8
2,5,ENSG00000164434.12
2,5,ENSG00000174358.16
2,5,ENSG00000012223.13
2,5,ENSG00000087250.9
2,5,ENSG00000125255.7
2,5,ENSG00000077274.9
2,5,ENSG00000173376.14
2,5,ENSG00000050628.20
2,5,ENSG00000091513.16
2,5,ENSG00000125144.14
2,5,ENSG00000149294.17
2,5,ENSG00000275385.2
2,5,ENSG00000147003.7
2,5,ENSG00000004799.8
2,5,ENSG00000163735.7
2,5,ENSG00000163581.14
2,5,ENSG00000119125.17
2,5,ENSG00000119630.14
2,5,ENSG00000101210.13
2,5,ENSG00000167588.13
2,5,ENSG00000198075.10
2,5,ENSG00000006747.15
2,5,ENSG00000112246.10
2,5,ENSG00000170323.9
2,5,ENSG00000131482.10
2,5,ENSG00000135333.14
2,5,ENSG00000131400.8
3,1,ENSG00000164434.12
3,1,ENSG00000174358.16
3,1,ENSG00000173432.12
3,1,ENSG00000112499.13
3,1,ENSG00000012223.13
3,1,ENSG00000019505.8
3,1,ENSG00000173376.14
3,1,ENSG00000131094.4
3,1,ENSG00000179242.16
3,1,ENSG00000178776.5
3,1,ENSG00000152779.14
3,1,ENSG00000152377.14
3,1,ENSG00000077274.9
3,1,ENSG00000185686.18
3,1,ENSG00000135205.15
3,1,ENSG00000125255.7
3,1,ENSG00000087250.9
3,1,ENSG00000133063.16
3,1,ENSG00000050628.20
3,1,ENSG00000125144.14
3,1,ENSG00000275385.2
3,1,ENSG00000117472.10
3,1,ENSG00000105877.18
3,1,ENSG00000148584.15
3,1,ENSG00000004799.8
3,1,ENSG00000147003.7
3,1,ENSG00000119125.17
3,1,ENSG00000147614.4
3,1,ENSG00000119630.14
3,1,ENSG00000163735.7
3,1,ENSG00000167588.13
3,1,ENSG00000131482.10
3,1,ENSG00000017483.15
3,1,ENSG00000006747.15
3,1,ENSG00000112246.10
3,1,ENSG00000133020.4
3,2,ENSG00000164434.12
3,2,ENSG00000174358.16
3,2,ENSG00000173432.12
3,2,ENSG00000129988.6
3,2,ENSG00000012223.13
3,2,ENSG00000257017.9
3,2,ENSG00000178776.5
3,2,ENSG00000173376.14
3,2,ENSG00000185686.18
3,2,ENSG00000257335.8
