Repeat A,Fold A,Repeat B,Fold B,Genes A,Genes B,Shared Genes,Jaccard
3,5,9,2,27,30,16,0.3902439024390244
3,5,9,3,27,42,18,0.35294117647058826
3,5,9,4,27,17,10,0.29411764705882354
3,5,9,5,27,30,14,0.32558139534883723
3,5,10,1,27,23,13,0.35135135135135137
3,5,10,2,27,19,7,0.1794871794871795
3,5,10,3,27,16,11,0.34375
3,5,10,4,27,27,16,0.42105263157894735
3,5,10,5,27,26,17,0.4722222222222222
4,1,4,2,31,29,14,0.30434782608695654
4,1,4,3,31,25,13,0.3023255813953488
4,1,4,4,31,67,18,0.225
4,1,4,5,31,24,11,0.25
4,1,5,1,31,26,15,0.35714285714285715
4,1,5,2,31,31,17,0.37777777777777777
4,1,5,3,31,30,21,0.525
4,1,5,4,31,27,17,0.4146341463414634
4,1,5,5,31,29,18,0.42857142857142855
4,1,6,1,31,26,14,0.32558139534883723
4,1,6,2,31,27,14,0.3181818181818182
4,1,6,3,31,35,20,0.43478260869565216
4,1,6,4,31,29,15,0.3333333333333333
4,1,6,5,31,24,13,0.30952380952380953
4,1,7,1,31,29,17,0.3953488372093023
4,1,7,2,31,16,10,0.2702702702702703
4,1,7,3,31,66,15,0.18292682926829268
4,1,7,4,31,33,21,0.4883720930232558
4,1,7,5,31,31,20,0.47619047619047616
4,1,8,1,31,29,18,0.42857142857142855
4,1,8,2,31,20,12,0.3076923076923077
4,1,8,3,31,13,8,0.2222222222222222
4,1,8,4,31,46,21,0.375
4,1,8,5,31,16,10,0.2702702702702703
4,1,9,1,31,13,10,0.29411764705882354
4,1,9,2,31,30,14,0.2978723404255319
4,1,9,3,31,42,15,0.25862068965517243
4,1,9,4,31,17,10,0.2631578947368421
4,1,9,5,31,30,17,0.38636363636363635
4,1,10,1,31,23,12,0.2857142857142857
4,1,10,2,31,19,10,0.25
4,1,10,3,31,16,10,0.2702702702702703
4,1,10,4,31,27,15,0.3488372093023256
4,1,10,5,31,26,15,0.35714285714285715
4,2,4,3,29,25,16,0.42105263157894735
4,2,4,4,29,67,17,0.21518987341772153
4,2,4,5,29,24,13,0.325
4,2,5,1,29,26,17,0.4473684210526316
4,2,5,2,29,31,14,0.30434782608695654
4,2,5,3,29,30,16,0.37209302325581395
4,2,5,4,29,27,13,0.3023255813953488
4,2,5,5,29,29,13,0.28888888888888886
4,2,6,1,29,26,14,0.34146341463414637
4,2,6,2,29,27,15,0.36585365853658536
4,2,6,3,29,35,18,0.391304347826087
4,2,6,4,29,29,16,0.38095238095238093
4,2,6,5,29,24,14,0.358974358974359
4,2,7,1,29,29,20,0.5263157894736842
4,2,7,2,29,16,8,0.21621621621621623
4,2,7,3,29,66,18,0.23376623376623376
4,2,7,4,29,33,18,0.4090909090909091
4,2,7,5,29,31,16,0.36363636363636365
4,2,8,1,29,29,16,0.38095238095238093
4,2,8,2,29,20,13,0.3611111111111111
4,2,8,3,29,13,9,0.2727272727272727
4,2,8,4,29,46,20,0.36363636363636365
4,2,8,5,29,16,11,0.3235294117647059
4,2,9,1,29,13,9,0.2727272727272727
4,2,9,2,29,30,16,0.37209302325581395
4,2,9,3,29,42,17,0.3148148148148148
4,2,9,4,29,17,12,0.35294117647058826
4,2,9,5,29,30,15,0.3409090909090909
4,2,10,1,29,23,15,0.40540540540540543
4,2,10,2,29,19,9,0.23076923076923078
4,2,10,3,29,16,13,0.40625
4,2,10,4,29,27,15,0.36585365853658536
4,2,10,5,29,26,14,0.34146341463414637
4,3,4,4,25,67,12,0.15
4,3,4,5,25,24,11,0.2894736842105263
4,3,5,1,25,26,17,0.5
4,3,5,2,25,31,14,0.3333333333333333
4,3,5,3,25,30,12,0.27906976744186046
4,3,5,4,25,27,12,0.3
4,3,5,5,25,29,13,0.3170731707317073
4,3,6,1,25,26,11,0.275
4,3,6,2,25,27,15,0.40540540540540543
4,3,6,3,25,35,16,0.36363636363636365
4,3,6,4,25,29,13,0.3170731707317073
4,3,6,5,25,24,15,0.4411764705882353
4,3,7,1,25,29,15,0.38461538461538464
4,3,7,2,25,16,7,0.20588235294117646
4,3,7,3,25,66,18,0.2465753424657534
4,3,7,4,25,33,15,0.3488372093023256
4,3,7,5,25,31,15,0.36585365853658536
4,3,8,1,25,29,13,0.3170731707317073
4,3,8,2,25,20,11,0.3235294117647059
4,3,8,3,25,13,9,0.3103448275862069
4,3,8,4,25,46,16,0.2909090909090909
4,3,8,5,25,16,10,0.3225806451612903
4,3,9,1,25,13,9,0.3103448275862069
4,3,9,2,25,30,14,0.34146341463414637
4,3,9,3,25,42,12,0.21818181818181817
4,3,9,4,25,17,9,0.2727272727272727
4,3,9,5,25,30,14,0.34146341463414637
4,3,10,1,25,23,13,0.37142857142857144
4,3,10,2,25,19,7,0.1891891891891892
4,3,10,3,25,16,11,0.36666666666666664
4,3,10,4,25,27,14,0.3684210526315789
4,3,10,5,25,26,13,0.34210526315789475
4,4,4,5,67,24,16,0.21333333333333335
4,4,5,1,67,26,19,0.25675675675675674
4,4,5,2,67,31,16,0.1951219512195122
4,4,5,3,67,30,20,0.2597402597402597
4,4,5,4,67,27,19,0.25333333333333335
4,4,5,5,67,29,18,0.23076923076923078
4,4,6,1,67,26,20,0.273972602739726
4,4,6,2,67,27,14,0.175
4,4,6,3,67,35,23,0.2911392405063291
4,4,6,4,67,29,20,0.2631578947368421
4,4,6,5,67,24,16,0.21333333333333335
4,4,7,1,67,29,20,0.2631578947368421
4,4,7,2,67,16,12,0.16901408450704225
4,4,7,3,67,66,35,0.35714285714285715
4,4,7,4,67,33,22,0.28205128205128205
4,4,7,5,67,31,18,0.225
4,4,8,1,67,29,18,0.23076923076923078
4,4,8,2,67,20,15,0.20833333333333334
4,4,8,3,67,13,4,0.05263157894736842
4,4,8,4,67,46,29,0.34523809523809523
4,4,8,5,67,16,11,0.1527777777777778
4,4,9,1,67,13,9,0.1267605633802817
4,4,9,2,67,30,25,0.3472222222222222
4,4,9,3,67,42,26,0.3132530120481928
4,4,9,4,67,17,11,0.1506849315068493
4,4,9,5,67,30,20,0.2597402597402597
4,4,10,1,67,23,14,0.18421052631578946
4,4,10,2,67,19,11,0.14666666666666667
4,4,10,3,67,16,9,0.12162162162162163
4,4,10,4,67,27,20,0.2702702702702703
4,4,10,5,67,26,17,0.2236842105263158
4,5,5,1,24,26,16,0.47058823529411764
4,5,5,2,24,31,13,0.30952380952380953
4,5,5,3,24,30,15,0.38461538461538464
4,5,5,4,24,27,12,0.3076923076923077
4,5,5,5,24,29,13,0.325
4,5,6,1,24,26,14,0.3888888888888889
4,5,6,2,24,27,13,0.34210526315789475
4,5,6,3,24,35,15,0.3409090909090909
4,5,6,4,24,29,14,0.358974358974359
4,5,6,5,24,24,13,0.37142857142857144
4,5,7,1,24,29,11,0.2619047619047619
4,5,7,2,24,16,8,0.25
4,5,7,3,24,66,13,0.16883116883116883
4,5,7,4,24,33,16,0.3902439024390244
4,5,7,5,24,31,17,0.4473684210526316
4,5,8,1,24,29,12,0.2926829268292683
4,5,8,2,24,20,17,0.6296296296296297
4,5,8,3,24,13,7,0.23333333333333334
4,5,8,4,24,46,14,0.25
4,5,8,5,24,16,9,0.2903225806451613
4,5,9,1,24,13,9,0.32142857142857145
4,5,9,2,24,30,15,0.38461538461538464
4,5,9,3,24,42,13,0.24528301886792453
4,5,9,4,24,17,11,0.36666666666666664
4,5,9,5,24,30,13,0.3170731707317073
4,5,10,1,24,23,13,0.38235294117647056
4,5,10,2,24,19,8,0.22857142857142856
4,5,10,3,24,16,9,0.2903225806451613
4,5,10,4,24,27,18,0.5454545454545454
4,5,10,5,24,26,17,0.5151515151515151
5,1,5,2,26,31,14,0.32558139534883723
5,1,5,3,26,30,17,0.4358974358974359
5,1,5,4,26,27,15,0.39473684210526316
5,1,5,5,26,29,13,0.30952380952380953
5,1,6,1,26,26,17,0.4857142857142857
5,1,6,2,26,27,17,0.4722222222222222
5,1,6,3,26,35,16,0.35555555555555557
5,1,6,4,26,29,18,0.4864864864864865
5,1,6,5,26,24,16,0.47058823529411764
5,1,7,1,26,29,15,0.375
5,1,7,2,26,16,12,0.4
5,1,7,3,26,66,15,0.19480519480519481
5,1,7,4,26,33,20,0.5128205128205128
5,1,7,5,26,31,18,0.46153846153846156
5,1,8,1,26,29,14,0.34146341463414637
5,1,8,2,26,20,18,0.6428571428571429
5,1,8,3,26,13,8,0.25806451612903225
5,1,8,4,26,46,20,0.38461538461538464
5,1,8,5,26,16,12,0.4
5,1,9,1,26,13,12,0.4444444444444444
5,1,9,2,26,30,18,0.47368421052631576
5,1,9,3,26,42,15,0.2830188679245283
5,1,9,4,26,17,12,0.3870967741935484
5,1,9,5,26,30,17,0.4358974358974359
5,1,10,1,26,23,14,0.4
5,1,10,2,26,19,11,0.3235294117647059
5,1,10,3,26,16,12,0.4
5,1,10,4,26,27,18,0.5142857142857142
5,1,10,5,26,26,18,0.5294117647058824
5,2,5,3,31,30,15,0.32608695652173914
5,2,5,4,31,27,12,0.2608695652173913
5,2,5,5,31,29,14,0.30434782608695654
5,2,6,1,31,26,14,0.32558139534883723
5,2,6,2,31,27,14,0.3181818181818182
5,2,6,3,31,35,15,0.29411764705882354
5,2,6,4,31,29,16,0.36363636363636365
5,2,6,5,31,24,11,0.25
5,2,7,1,31,29,14,0.30434782608695654
5,2,7,2,31,16,8,0.20512820512820512
5,2,7,3,31,66,15,0.18292682926829268
5,2,7,4,31,33,15,0.30612244897959184
5,2,7,5,31,31,18,0.4090909090909091
5,2,8,1,31,29,17,0.3953488372093023
5,2,8,2,31,20,12,0.3076923076923077
5,2,8,3,31,13,5,0.1282051282051282
5,2,8,4,31,46,15,0.24193548387096775
5,2,8,5,31,16,11,0.3055555555555556
5,2,9,1,31,13,7,0.1891891891891892
5,2,9,2,31,30,17,0.38636363636363635
5,2,9,3,31,42,13,0.21666666666666667
5,2,9,4,31,17,8,0.2
5,2,9,5,31,30,13,0.2708333333333333
5,2,10,1,31,23,13,0.3170731707317073
5,2,10,2,31,19,8,0.19047619047619047
5,2,10,3,31,16,7,0.175
5,2,10,4,31,27,15,0.3488372093023256
5,2,10,5,31,26,15,0.35714285714285715
5,3,5,4,30,27,16,0.3902439024390244
5,3,5,5,30,29,14,0.3111111111111111
5,3,6,1,30,26,16,0.4
5,3,6,2,30,27,16,0.3902439024390244
5,3,6,3,30,35,18,0.3829787234042553
5,3,6,4,30,29,15,0.3409090909090909
5,3,6,5,30,24,15,0.38461538461538464
5,3,7,1,30,29,18,0.43902439024390244
5,3,7,2,30,16,13,0.3939393939393939
5,3,7,3,30,66,15,0.18518518518518517
5,3,7,4,30,33,23,0.575
5,3,7,5,30,31,17,0.38636363636363635
5,3,8,1,30,29,17,0.40476190476190477
5,3,8,2,30,20,15,0.42857142857142855
5,3,8,3,30,13,7,0.19444444444444445
5,3,8,4,30,46,22,0.4074074074074074
5,3,8,5,30,16,12,0.35294117647058826
5,3,9,1,30,13,11,0.34375
5,3,9,2,30,30,15,0.3333333333333333
5,3,9,3,30,42,18,0.3333333333333333
5,3,9,4,30,17,12,0.34285714285714286
5,3,9,5,30,30,17,0.3953488372093023
5,3,10,1,30,23,13,0.325
5,3,10,2,30,19,11,0.2894736842105263
5,3,10,3,30,16,11,0.3142857142857143
5,3,10,4,30,27,17,0.425
5,3,10,5,30,26,18,0.47368421052631576
5,4,5,5,27,29,14,0.3333333333333333
5,4,6,1,27,26,12,0.2926829268292683
5,4,6,2,27,27,12,0.2857142857142857
5,4,6,3,27,35,19,0.4418604651162791
5,4,6,4,27,29,13,0.3023255813953488
5,4,6,5,27,24,16,0.45714285714285713
5,4,7,1,27,29,15,0.36585365853658536
5,4,7,2,27,16,9,0.2647058823529412
5,4,7,3,27,66,16,0.2077922077922078
5,4,7,4,27,33,17,0.3953488372093023
5,4,7,5,27,31,14,0.3181818181818182
5,4,8,1,27,29,14,0.3333333333333333
5,4,8,2,27,20,12,0.34285714285714286
5,4,8,3,27,13,7,0.21212121212121213
5,4,8,4,27,46,18,0.32727272727272727
5,4,8,5,27,16,7,0.19444444444444445
5,4,9,1,27,13,10,0.3333333333333333
5,4,9,2,27,30,15,0.35714285714285715
5,4,9,3,27,42,18,0.35294117647058826
5,4,9,4,27,17,6,0.15789473684210525
5,4,9,5,27,30,21,0.5833333333333334
5,4,10,1,27,23,10,0.25
5,4,10,2,27,19,8,0.21052631578947367
5,4,10,3,27,16,11,0.34375
5,4,10,4,27,27,13,0.3170731707317073
5,4,10,5,27,26,14,0.358974358974359
5,5,6,1,29,26,13,0.30952380952380953
5,5,6,2,29,27,12,0.2727272727272727
5,5,6,3,29,35,18,0.391304347826087
5,5,6,4,29,29,16,0.38095238095238093
5,5,6,5,29,24,13,0.325
5,5,7,1,29,29,12,0.2608695652173913
5,5,7,2,29,16,9,0.25
5,5,7,3,29,66,17,0.21794871794871795
5,5,7,4,29,33,17,0.37777777777777777
5,5,7,5,29,31,17,0.3953488372093023
5,5,8,1,29,29,18,0.45
5,5,8,2,29,20,12,0.32432432432432434
5,5,8,3,29,13,8,0.23529411764705882
5,5,8,4,29,46,19,0.3392857142857143
5,5,8,5,29,16,12,0.36363636363636365
5,5,9,1,29,13,8,0.23529411764705882
5,5,9,2,29,30,14,0.3111111111111111
5,5,9,3,29,42,18,0.33962264150943394
5,5,9,4,29,17,9,0.24324324324324326
5,5,9,5,29,30,15,0.3409090909090909
5,5,10,1,29,23,12,0.3
5,5,10,2,29,19,10,0.2631578947368421
5,5,10,3,29,16,7,0.18421052631578946
5,5,10,4,29,27,15,0.36585365853658536
5,5,10,5,29,26,12,0.27906976744186046
6,1,6,2,26,27,13,0.325
6,1,6,3,26,35,15,0.32608695652173914
6,1,6,4,26,29,14,0.34146341463414637
6,1,6,5,26,24,13,0.35135135135135137
6,1,7,1,26,29,16,0.41025641025641024
6,1,7,2,26,16,10,0.3125
6,1,7,3,26,66,15,0.19480519480519481
6,1,7,4,26,33,19,0.475
6,1,7,5,26,31,14,0.32558139534883723
6,1,8,1,26,29,15,0.375
6,1,8,2,26,20,15,0.4838709677419355
6,1,8,3,26,13,6,0.18181818181818182
6,1,8,4,26,46,16,0.2857142857142857
6,1,8,5,26,16,10,0.3125
6,1,9,1,26,13,9,0.3
6,1,9,2,26,30,17,0.4358974358974359
6,1,9,3,26,42,14,0.25925925925925924
6,1,9,4,26,17,11,0.34375
6,1,9,5,26,30,13,0.3023255813953488
6,1,10,1,26,23,12,0.32432432432432434
6,1,10,2,26,19,9,0.25
6,1,10,3,26,16,11,0.3548387096774194
6,1,10,4,26,27,17,0.4722222222222222
6,1,10,5,26,26,14,0.3684210526315789
6,2,6,3,27,35,14,0.2916666666666667
6,2,6,4,27,29,12,0.2727272727272727
6,2,6,5,27,24,12,0.3076923076923077
6,2,7,1,27,29,14,0.3333333333333333
6,2,7,2,27,16,7,0.19444444444444445
6,2,7,3,27,66,18,0.24
6,2,7,4,27,33,15,0.3333333333333333
6,2,7,5,27,31,15,0.3488372093023256
6,2,8,1,27,29,15,0.36585365853658536
6,2,8,2,27,20,13,0.38235294117647056
6,2,8,3,27,13,7,0.21212121212121213
6,2,8,4,27,46,16,0.2807017543859649
6,2,8,5,27,16,9,0.2647058823529412
6,2,9,1,27,13,10,0.3333333333333333
6,2,9,2,27,30,12,0.26666666666666666
6,2,9,3,27,42,16,0.3018867924528302
6,2,9,4,27,17,9,0.2571428571428571
6,2,9,5,27,30,13,0.29545454545454547
6,2,10,1,27,23,12,0.3157894736842105
6,2,10,2,27,19,7,0.1794871794871795
6,2,10,3,27,16,9,0.2647058823529412
6,2,10,4,27,27,13,0.3170731707317073
6,2,10,5,27,26,15,0.39473684210526316
6,3,6,4,35,29,15,0.30612244897959184
6,3,6,5,35,24,16,0.37209302325581395
6,3,7,1,35,29,19,0.4222222222222222
6,3,7,2,35,16,8,0.18604651162790697
6,3,7,3,35,66,25,0.32894736842105265
6,3,7,4,35,33,21,0.44680851063829785
6,3,7,5,35,31,21,0.4666666666666667
6,3,8,1,35,29,19,0.4222222222222222
6,3,8,2,35,20,13,0.30952380952380953
6,3,8,3,35,13,11,0.2972972972972973
6,3,8,4,35,46,22,0.3728813559322034
6,3,8,5,35,16,10,0.24390243902439024
6,3,9,1,35,13,9,0.23076923076923078
6,3,9,2,35,30,15,0.3
6,3,9,3,35,42,19,0.3275862068965517
6,3,9,4,35,17,10,0.23809523809523808
6,3,9,5,35,30,20,0.4444444444444444
6,3,10,1,35,23,15,0.3488372093023256
6,3,10,2,35,19,8,0.17391304347826086
6,3,10,3,35,16,11,0.275
6,3,10,4,35,27,18,0.4090909090909091
6,3,10,5,35,26,18,0.4186046511627907
6,4,6,5,29,24,12,0.2926829268292683
6,4,7,1,29,29,14,0.3181818181818182
6,4,7,2,29,16,9,0.25
6,4,7,3,29,66,16,0.20253164556962025
6,4,7,4,29,33,17,0.37777777777777777
6,4,7,5,29,31,16,0.36363636363636365
6,4,8,1,29,29,13,0.28888888888888886
6,4,8,2,29,20,15,0.4411764705882353
6,4,8,3,29,13,7,0.2
6,4,8,4,29,46,18,0.3157894736842105
6,4,8,5,29,16,14,0.45161290322580644
6,4,9,1,29,13,7,0.2
6,4,9,2,29,30,17,0.40476190476190477
6,4,9,3,29,42,17,0.3148148148148148
6,4,9,4,29,17,13,0.3939393939393939
6,4,9,5,29,30,13,0.2826086956521739
6,4,10,1,29,23,12,0.3
6,4,10,2,29,19,12,0.3333333333333333
6,4,10,3,29,16,10,0.2857142857142857
6,4,10,4,29,27,16,0.4
6,4,10,5,29,26,15,0.375
6,5,7,1,24,29,16,0.43243243243243246
6,5,7,2,24,16,10,0.3333333333333333
6,5,7,3,24,66,15,0.2
6,5,7,4,24,33,17,0.425
6,5,7,5,24,31,13,0.30952380952380953
6,5,8,1,24,29,13,0.325
6,5,8,2,24,20,14,0.4666666666666667
6,5,8,3,24,13,7,0.23333333333333334
6,5,8,4,24,46,19,0.37254901960784315
6,5,8,5,24,16,7,0.21212121212121213
6,5,9,1,24,13,10,0.37037037037037035
6,5,9,2,24,30,14,0.35
6,5,9,3,24,42,13,0.24528301886792453
6,5,9,4,24,17,10,0.3225806451612903
6,5,9,5,24,30,19,0.5428571428571428
6,5,10,1,24,23,13,0.38235294117647056
6,5,10,2,24,19,9,0.2647058823529412
6,5,10,3,24,16,11,0.3793103448275862
6,5,10,4,24,27,14,0.3783783783783784
6,5,10,5,24,26,14,0.3888888888888889
7,1,7,2,29,16,8,0.21621621621621623
7,1,7,3,29,66,19,0.25
7,1,7,4,29,33,19,0.4418604651162791
7,1,7,5,29,31,13,0.2765957446808511
7,1,8,1,29,29,16,0.38095238095238093
7,1,8,2,29,20,12,0.32432432432432434
7,1,8,3,29,13,6,0.16666666666666666
7,1,8,4,29,46,22,0.41509433962264153
7,1,8,5,29,16,8,0.21621621621621623
7,1,9,1,29,13,8,0.23529411764705882
7,1,9,2,29,30,16,0.37209302325581395
7,1,9,3,29,42,16,0.2909090909090909
7,1,9,4,29,17,11,0.3142857142857143
7,1,9,5,29,30,17,0.40476190476190477
7,1,10,1,29,23,15,0.40540540540540543
7,1,10,2,29,19,8,0.2
7,1,10,3,29,16,12,0.36363636363636365
7,1,10,4,29,27,14,0.3333333333333333
7,1,10,5,29,26,14,0.34146341463414637
7,2,7,3,16,66,8,0.10810810810810811
7,2,7,4,16,33,10,0.2564102564102564
7,2,7,5,16,31,9,0.23684210526315788
7,2,8,1,16,29,9,0.25
7,2,8,2,16,20,11,0.44
7,2,8,3,16,13,5,0.20833333333333334
7,2,8,4,16,46,12,0.24
7,2,8,5,16,16,9,0.391304347826087
7,2,9,1,16,13,9,0.45
7,2,9,2,16,30,12,0.35294117647058826
7,2,9,3,16,42,8,0.16
7,2,9,4,16,17,8,0.32
7,2,9,5,16,30,11,0.3142857142857143
7,2,10,1,16,23,9,0.3
7,2,10,2,16,19,9,0.34615384615384615
7,2,10,3,16,16,6,0.23076923076923078
7,2,10,4,16,27,11,0.34375
7,2,10,5,16,26,10,0.3125
7,3,7,4,66,33,18,0.2222222222222222
7,3,7,5,66,31,17,0.2125
7,3,8,1,66,29,18,0.23376623376623376
7,3,8,2,66,20,12,0.16216216216216217
7,3,8,3,66,13,6,0.0821917808219178
7,3,8,4,66,46,25,0.28735632183908044
7,3,8,5,66,16,8,0.10810810810810811
7,3,9,1,66,13,6,0.0821917808219178
7,3,9,2,66,30,20,0.2631578947368421
7,3,9,3,66,42,26,0.3170731707317073
7,3,9,4,66,17,9,0.12162162162162163
7,3,9,5,66,30,17,0.21518987341772153
7,3,10,1,66,23,14,0.18666666666666668
7,3,10,2,66,19,7,0.08974358974358974
7,3,10,3,66,16,11,0.15492957746478872
7,3,10,4,66,27,16,0.2077922077922078
7,3,10,5,66,26,14,0.1794871794871795
7,4,7,5,33,31,19,0.4222222222222222
7,4,8,1,33,29,17,0.37777777777777777
7,4,8,2,33,20,16,0.43243243243243246
7,4,8,3,33,13,8,0.21052631578947367
7,4,8,4,33,46,24,0.43636363636363634
7,4,8,5,33,16,11,0.2894736842105263
7,4,9,1,33,13,11,0.3142857142857143
7,4,9,2,33,30,19,0.4318181818181818
7,4,9,3,33,42,18,0.3157894736842105
7,4,9,4,33,17,13,0.35135135135135137
7,4,9,5,33,30,19,0.4318181818181818
7,4,10,1,33,23,15,0.36585365853658536
7,4,10,2,33,19,11,0.2682926829268293
7,4,10,3,33,16,12,0.32432432432432434
7,4,10,4,33,27,19,0.4634146341463415
7,4,10,5,33,26,21,0.5526315789473685
7,5,8,1,31,29,17,0.3953488372093023
7,5,8,2,31,20,13,0.34210526315789475
7,5,8,3,31,13,10,0.29411764705882354
7,5,8,4,31,46,18,0.3050847457627119
7,5,8,5,31,16,11,0.3055555555555556
7,5,9,1,31,13,11,0.3333333333333333
7,5,9,2,31,30,16,0.35555555555555557
7,5,9,3,31,42,17,0.30357142857142855
7,5,9,4,31,17,10,0.2631578947368421
7,5,9,5,31,30,15,0.32608695652173914
7,5,10,1,31,23,12,0.2857142857142857
7,5,10,2,31,19,8,0.19047619047619047
7,5,10,3,31,16,10,0.2702702702702703
7,5,10,4,31,27,17,0.4146341463414634
7,5,10,5,31,26,18,0.46153846153846156
8,1,8,2,29,20,12,0.32432432432432434
8,1,8,3,29,13,7,0.2
8,1,8,4,29,46,20,0.36363636363636365
8,1,8,5,29,16,9,0.25
8,1,9,1,29,13,7,0.2
8,1,9,2,29,30,15,0.3409090909090909
8,1,9,3,29,42,14,0.24561403508771928
8,1,9,4,29,17,9,0.24324324324324326
8,1,9,5,29,30,15,0.3409090909090909
8,1,10,1,29,23,14,0.3684210526315789
8,1,10,2,29,19,9,0.23076923076923078
8,1,10,3,29,16,9,0.25
8,1,10,4,29,27,15,0.36585365853658536
8,1,10,5,29,26,13,0.30952380952380953
8,2,8,3,20,13,6,0.2222222222222222
8,2,8,4,20,46,14,0.2692307692307692
8,2,8,5,20,16,10,0.38461538461538464
8,2,9,1,20,13,10,0.43478260869565216
8,2,9,2,20,30,15,0.42857142857142855
8,2,9,3,20,42,13,0.2653061224489796
8,2,9,4,20,17,13,0.5416666666666666
8,2,9,5,20,30,14,0.3888888888888889
8,2,10,1,20,23,14,0.4827586206896552
8,2,10,2,20,19,9,0.3
8,2,10,3,20,16,10,0.38461538461538464
8,2,10,4,20,27,16,0.5161290322580645
8,2,10,5,20,26,15,0.4838709677419355
8,3,8,4,13,46,9,0.18
8,3,8,5,13,16,8,0.38095238095238093
8,3,9,1,13,13,7,0.3684210526315789
8,3,9,2,13,30,6,0.16216216216216217
8,3,9,3,13,42,7,0.14583333333333334
8,3,9,4,13,17,8,0.36363636363636365
8,3,9,5,13,30,6,0.16216216216216217
8,3,10,1,13,23,8,0.2857142857142857
8,3,10,2,13,19,7,0.28
8,3,10,3,13,16,8,0.38095238095238093
8,3,10,4,13,27,7,0.21212121212121213
8,3,10,5,13,26,9,0.3
8,4,8,5,46,16,11,0.21568627450980393
8,4,9,1,46,13,11,0.22916666666666666
8,4,9,2,46,30,18,0.3103448275862069
8,4,9,3,46,42,22,0.3333333333333333
8,4,9,4,46,17,11,0.21153846153846154
8,4,9,5,46,30,22,0.4074074074074074
8,4,10,1,46,23,14,0.2545454545454545
8,4,10,2,46,19,11,0.2037037037037037
8,4,10,3,46,16,11,0.21568627450980393
8,4,10,4,46,27,18,0.32727272727272727
8,4,10,5,46,26,18,0.3333333333333333
8,5,9,1,16,13,8,0.38095238095238093
8,5,9,2,16,30,12,0.35294117647058826
8,5,9,3,16,42,9,0.1836734693877551
8,5,9,4,16,17,11,0.5
8,5,9,5,16,30,8,0.21052631578947367
8,5,10,1,16,23,11,0.39285714285714285
8,5,10,2,16,19,10,0.4
8,5,10,3,16,16,8,0.3333333333333333
8,5,10,4,16,27,12,0.3870967741935484
8,5,10,5,16,26,11,0.3548387096774194
9,1,9,2,13,30,9,0.2647058823529412
9,1,9,3,13,42,8,0.1702127659574468
9,1,9,4,13,17,7,0.30434782608695654
9,1,9,5,13,30,10,0.30303030303030304
9,1,10,1,13,23,9,0.3333333333333333
9,1,10,2,13,19,6,0.23076923076923078
9,1,10,3,13,16,8,0.38095238095238093
9,1,10,4,13,27,10,0.3333333333333333
9,1,10,5,13,26,11,0.39285714285714285
9,2,9,3,30,42,16,0.2857142857142857
9,2,9,4,30,17,11,0.3055555555555556
9,2,9,5,30,30,14,0.30434782608695654
9,2,10,1,30,23,16,0.43243243243243246
9,2,10,2,30,19,10,0.2564102564102564
9,2,10,3,30,16,10,0.2777777777777778
9,2,10,4,30,27,17,0.425
9,2,10,5,30,26,15,0.36585365853658536
9,3,9,4,42,17,7,0.1346153846153846
9,3,9,5,42,30,15,0.2631578947368421
9,3,10,1,42,23,10,0.18181818181818182
9,3,10,2,42,19,8,0.1509433962264151
9,3,10,3,42,16,9,0.1836734693877551
9,3,10,4,42,27,14,0.2545454545454545
9,3,10,5,42,26,17,0.3333333333333333
9,4,9,5,17,30,8,0.20512820512820512
9,4,10,1,17,23,13,0.48148148148148145
9,4,10,2,17,19,11,0.44
9,4,10,3,17,16,10,0.43478260869565216
9,4,10,4,17,27,12,0.375
9,4,10,5,17,26,10,0.30303030303030304
9,5,10,1,30,23,12,0.2926829268292683
9,5,10,2,30,19,7,0.16666666666666666
9,5,10,3,30,16,12,0.35294117647058826
9,5,10,4,30,27,15,0.35714285714285715
9,5,10,5,30,26,16,0.4
10,1,10,2,23,19,9,0.2727272727272727
10,1,10,3,23,16,10,0.3448275862068966
10,1,10,4,23,27,13,0.35135135135135137
10,1,10,5,23,26,12,0.32432432432432434
10,2,10,3,19,16,6,0.20689655172413793
10,2,10,4,19,27,11,0.3142857142857143
10,2,10,5,19,26,9,0.25
10,3,10,4,16,27,9,0.2647058823529412
10,3,10,5,16,26,10,0.3125
10,4,10,5,27,26,17,0.4722222222222222
