File ID,File Name,Data Category,Data Type,Project ID,Case ID,Sample ID,Tissue Type,Tumor Descriptor,Specimen Type,Preservation Method
61894bd0-9fdb-4bb1-b32c-f52dbc10c850,1e28caa3-197f-4deb-95c1-f6d8a41756ca.rna_seq.augmented_star_gene_counts.tsv,Transcriptome Profiling,Gene Expression Quantification,TCGA-KIRC,TCGA-B2-5633,TCGA-B2-5633-01A,Tumor,Primary,Unknown,Unknown
b98e59fc-120a-45c4-aade-3b59ca4a1a86,c276c214-acd9-44b3-b932-971c77c4fa91.rna_seq.augmented_star_gene_counts.tsv,Transcriptome Profiling,Gene Expression Quantification,TCGA-KIRC,TCGA-B2-5635,TCGA-B2-5635-01A,Tumor,Primary,Unknown,Unknown
f8ba326c-a068-4d8c-a544-07fd13c39cbd,b79c9932-bc2b-4c87-b954-3b6efd0d76e5.rna_seq.augmented_star_gene_counts.tsv,Transcriptome Profiling,Gene Expression Quantification,TCGA-KIRC,TCGA-DV-A4W0,TCGA-DV-A4W0-05A,Tumor,New Primary,Unknown,OCT
4134fa64-6365-4a43-b990-48342be44405,2a0d7ffd-21a2-4c9f-b420-9f78e9b8689b.rna_seq.augmented_star_gene_counts.tsv,Transcriptome Profiling,Gene Expression Quantification,TCGA-KIRC,TCGA-B2-3923,TCGA-B2-3923-01A,Tumor,Primary,Unknown,Unknown
d514c3bc-c1e1-4028-9822-90ad703a3a8d,d5340889-fb1c-411d-922c-a9f69e1ac405.rna_seq.augmented_star_gene_counts.tsv,Transcriptome Profiling,Gene Expression Quantification,TCGA-KIRC,TCGA-B2-3923,TCGA-B2-3923-01B,Tumor,Primary,Unknown,FFPE
2afa2c24-7bbf-4855-acb8-feaa22dc4c33,27ea00ff-5f53-4110-9e56-8674a8e0ae40.rna_seq.augmented_star_gene_counts.tsv,Transcriptome Profiling,Gene Expression Quantification,TCGA-KIRC,TCGA-B2-5635,TCGA-B2-5635-01B,Tumor,Primary,Unknown,FFPE
3324e6df-28f9-42d8-8465-0fcc2d618004,f08c47f7-7b61-46a2-a961-d5fced8ebde5.rna_seq.augmented_star_gene_counts.tsv,Transcriptome Profiling,Gene Expression Quantification,TCGA-KIRC,TCGA-B2-3924,TCGA-B2-3924-01B,Tumor,Primary,Unknown,FFPE
307fc027-0530-452b-8fa9-d46f7fc73d0e,9cc9f5b7-bbbb-4d3b-8d98-9bf4425a214b.rna_seq.augmented_star_gene_counts.tsv,Transcriptome Profiling,Gene Expression Quantification,TCGA-KIRC,TCGA-B2-5633,TCGA-B2-5633-01B,Tumor,Primary,Unknown,FFPE
df630d23-f007-4cc4-9910-edb44046d556,a40c1d70-1750-45d0-a85b-688331b029ea.rna_seq.augmented_star_gene_counts.tsv,Transcriptome Profiling,Gene Expression Quantification,TCGA-KIRC,TCGA-B2-3924,TCGA-B2-3924-01A,Tumor,Primary,Unknown,Unknown
