Model,Repeat,Horizon,Horizon_days,Bin,N,Mean_predicted_survival,Observed_KM_survival,Calibration_error,Absolute_calibration_error
Clinical,5,1yr,365.0,3,106,0.961631326796278,0.9784895955108728,-0.016858268714594726,0.016858268714594726
Clinical,5,1yr,365.0,4,106,0.973138412622596,0.9795789473684205,-0.006440534745824511,0.006440534745824511
Clinical,6,1yr,365.0,0,106,0.49498458036131565,0.48090826690325444,0.014076313458061207,0.014076313458061207
Clinical,6,1yr,365.0,1,106,0.8522977477375429,0.875220005523098,-0.022922257785555122,0.022922257785555122
Clinical,6,1yr,365.0,2,106,0.9323550100614547,0.9196174806872591,0.012737529374195589,0.012737529374195589
Clinical,6,1yr,365.0,3,105,0.9617868671905851,0.968287037037037,-0.006500169846451853,0.006500169846451853
Clinical,6,1yr,365.0,4,106,0.9731478243067805,0.9797729618163061,-0.006625137509525647,0.006625137509525647
Clinical,7,1yr,365.0,0,106,0.4892646074971625,0.48090826690325444,0.008356340593908052,0.008356340593908052
Clinical,7,1yr,365.0,1,106,0.8498742612472368,0.845806788030623,0.004067473216613715,0.004067473216613715
Clinical,7,1yr,365.0,2,106,0.9331028155275399,0.9385293398608526,-0.005426524333312699,0.005426524333312699
Clinical,7,1yr,365.0,3,105,0.9630416964142853,0.98936170212766,-0.026320005713374672,0.026320005713374672
Clinical,7,1yr,365.0,4,106,0.9737644013343274,0.9696802118450296,0.004084189489297785,0.004084189489297785
Clinical,8,1yr,365.0,0,106,0.4901706885793566,0.4793302250102166,0.01084046356913998,0.01084046356913998
Clinical,8,1yr,365.0,1,107,0.8476357842809704,0.857428559049103,-0.009792774768132562,0.009792774768132562
Clinical,8,1yr,365.0,2,104,0.9357151215269082,0.9489670973719162,-0.013251975845008035,0.013251975845008035
Clinical,8,1yr,365.0,3,106,0.9635807586820664,0.9689361702127657,-0.005355411530699294,0.005355411530699294
